DIRECTORATE,SUPPLIER,SUPPLIER NAME,TRANS NOS,AMOUNT,TRANS DATE,EXPENSE AREA,EXPENSE TYPE,SUPPLIER GROUP
CHIEFEXEC,NORT29,Northgate Information Solutions ,10479894,"2,666.66",31/03/2015,Supplies,Fees Paid,General Creditors
CHIEFEXEC,NORT29,Northgate Information Solutions ,10480246,"178,965.85",18/03/2015,Supplies,Software Maintenance,General Creditors
CHIEFEXEC,NORT29,Northgate Information Solutions ,10480247,"73,015.23",23/03/2015,Supplies,Software Maintenance,General Creditors
CHIEFEXEC,NORT29,Northgate Information Solutions ,10480248,"33,750.00",23/03/2015,Supplies,Software Maintenance,General Creditors
CHIEFEXEC,NOVA01,Novacroft,10481169,454.72,31/03/2015,Supplies,Management Fee,General Creditors
CHIEFEXEC,OASI01,Oasis Records Management Ltd,10480091,"6,923.33",31/03/2015,Supplies,Records Management,General Creditors
CHIEFEXEC,ONLI02,OnLiTECH Limited,10480844,"4,096.00",30/03/2015,Supplies,Maintenance of IT Equipment,General Creditors
CHIEFEXEC,PARK02,Park Woodfine Heald Mellows,10483302,786.00,23/04/2015,Supplies,Professional Fees,General Creditors
CHIEFEXEC,PATA01,Pat + Aid,10481284,"2,437.88",31/03/2015,Premises,R&R Other Works,General Creditors
CHIEFEXEC,PENN01,Penna Plc t/a Penna Communications,10481984,"1,024.64",14/04/2015,Employees,Advertising - Staff Vacancies,General Creditors
CHIEFEXEC,PHAS02,Phase 3 Consulting Ltd,10480941,745.90,17/03/2015,Supplies,Miscellaneous Expenditure,General Creditors
CHIEFEXEC,PHAS02,Phase 3 Consulting Ltd,10480942,"1,470.10",09/03/2015,Supplies,Consultants Fees,General Creditors
CHIEFEXEC,PHAS02,Phase 3 Consulting Ltd,10481041,735.05,13/04/2015,Supplies,Consultants Fees,General Creditors
CHIEFEXEC,PHAS02,Phase 3 Consulting Ltd,10481277,745.90,14/04/2015,Supplies,Consultants Fees,General Creditors
CHIEFEXEC,PHAS02,Phase 3 Consulting Ltd,10482064,"2,237.70",20/04/2015,Supplies,Miscellaneous Expenditure,General Creditors
CHIEFEXEC,PHAS02,Phase 3 Consulting Ltd,10482065,735.05,20/04/2015,Supplies,Consultants Fees,General Creditors
CHIEFEXEC,PHAS02,Phase 3 Consulting Ltd,10483352,735.05,27/04/2015,Supplies,Consultants Fees,General Creditors
CHIEFEXEC,PREM05,Premierbeswick,10479758,"1,024.68",26/03/2015,Supplies,Purchase of Stores Materials,General Creditors
CHIEFEXEC,PREM05,Premierbeswick,10481800,296.51,07/04/2015,Supplies,Purchase of Stores Materials,General Creditors
CHIEFEXEC,PRIC06,PricewaterhouseCoopers LLP,10479793,"9,975.00",27/02/2015,Supplies,Professional Fees,General Creditors
CHIEFEXEC,PRIC06,PricewaterhouseCoopers LLP,10479811,"2,500.00",13/03/2015,Supplies,Professional Fees,General Creditors
CHIEFEXEC,PRIC06,PricewaterhouseCoopers LLP,10481980,"2,075.00",13/04/2015,Supplies,Professional Fees,General Creditors
CHIEFEXEC,PROB98,Probrand Limited,10474792,568.00,10/03/2015,Supplies,Miscellaneous Expenditure,General Creditors
CHIEFEXEC,PROG02,ProgressAbility,10479339,500.00,17/03/2015,Supplies,Payment of Grant,General Creditors
CHIEFEXEC,PROL02,Prolog Print Media,10481732,650.00,15/04/2015,Supplies,External Stationery,General Creditors
CHIEFEXEC,QUAN99,Quantec Consultants Ltd.,10482060,300.00,16/04/2015,Premises,R&R Other Works,General Creditors
CHIEFEXEC,REAC01,Reactive Doors Ltd,10479761,640.00,30/03/2015,Premises,Maintenance of Buildings,General Creditors
CHIEFEXEC,REDA01,Redactive Events Ltd,10480040,"1,190.00",31/03/2015,Supplies,Miscellaneous Expenditure,General Creditors
CHIEFEXEC,REED11,Reed Business Information Ltd,10480237,"4,750.00",31/03/2015,Employees,Training,General Creditors
CHIEFEXEC,RELA98,Relate  (Bedford),10479340,"1,500.00",17/03/2015,Supplies,Payment of Grant,General Creditors
CHIEFEXEC,ROYA34,Royal Mail Letters,10472729,"20,080.69",13/02/2015,Supplies,Postage Costs,General Creditors
CHIEFEXEC,RYWC01,RYW Community Systems Ltd,10480645,"2,150.00",02/03/2015,Supplies,IT Software Purchases,General Creditors
CHIEFEXEC,SILV01,Silverstring Ltd,10479080,"14,660.00",24/03/2015,Supplies,Maintenance of IT Equipment,General Creditors
CHIEFEXEC,SILV01,Silverstring Ltd,10479737,"34,022.36",24/03/2015,Supplies,Maintenance of IT Equipment,General Creditors
CHIEFEXEC,SMAR04,Smart Learning & Development,10483054,"2,220.00",04/03/2015,Employees,Training,General Creditors
CHIEFEXEC,SMIT14,Smiths Gore,10479717,"1,879.92",31/03/2015,Supplies,Consultants Fees,General Creditors
CHIEFEXEC,SMIT14,Smiths Gore,10482964,"5,250.00",10/04/2015,Supplies,Consultants Fees,General Creditors
CHIEFEXEC,SNAC01,Snackline Direct Ltd,10480567,946.63,30/03/2015,Supplies,Refreshments,General Creditors
CHIEFEXEC,SNAC01,Snackline Direct Ltd,10482670,738.44,17/04/2015,Supplies,Refreshments,General Creditors
CHIEFEXEC,SNAC01,Snackline Direct Ltd,10483262,516.58,24/04/2015,Supplies,Refreshments,General Creditors
CHIEFEXEC,SOLA98,Solace Enterprises Limited,10481961,"12,762.00",31/03/2015,Supplies,Miscellaneous Expenditure,General Creditors
CHIEFEXEC,SOLA98,Solace Enterprises Limited,10481962,"2,263.80",31/03/2015,Supplies,Miscellaneous Expenditure,General Creditors
CHIEFEXEC,SPRI01,Springfield Business Supplies Ltd,10479859,306.52,02/04/2015,Supplies,Purchase of Furniture,General Creditors
CHIEFEXEC,SPRI01,Springfield Business Supplies Ltd,10481668,270.00,16/04/2015,Supplies,Purchase of Furniture,General Creditors
CHIEFEXEC,SRIG01,Sri Guru Ravidass Sabha Community Centre,10480662,"1,000.00",17/03/2015,Supplies,Payment of Grant,General Creditors
CHIEFEXEC,STAL02,St Albans Diocesan Board Of Finance,10480236,"1,925.00",06/03/2015,Premises,Rent Paid,General Creditors
CHIEFEXEC,SUPP94,Supplies Team Ltd,10480176,297.52,07/04/2015,Supplies,IT Consumables,General Creditors
CHIEFEXEC,SWAN02,Swan Print,10480356,"2,030.00",31/03/2015,Supplies,External Printing,General Creditors
CHIEFEXEC,SWAN02,Swan Print,10480357,566.00,02/04/2015,Supplies,External Printing,General Creditors
CHIEFEXEC,SWAN02,Swan Print,10481285,797.00,31/03/2015,Supplies,External Printing,General Creditors
CHIEFEXEC,SWEE01,Sweet & Maxwell Ltd (Thomson Reuters),10478517,284.00,26/03/2015,Supplies,Reference Books/Periodicals,General Creditors
CHIEFEXEC,SWEE01,Sweet & Maxwell Ltd (Thomson Reuters),10479204,263.00,25/02/2015,Supplies,Reference Books/Periodicals,General Creditors
CHIEFEXEC,SWEE01,Sweet & Maxwell Ltd (Thomson Reuters),10480935,"22,865.00",13/03/2015,Supplies,Reference Books/Periodicals,General Creditors
CHIEFEXEC,SWEE01,Sweet & Maxwell Ltd (Thomson Reuters),10481157,"7,135.00",23/03/2015,Supplies,Reference Books/Periodicals,General Creditors
CHIEFEXEC,TADE99,T A Design,10480803,550.00,23/03/2015,Supplies,Project Costs,General Creditors
CHIEFEXEC,TAGR01,Tagra Management Systems Ltd.,10480423,950.00,30/06/2014,Supplies,Consultants Fees,General Creditors
CHIEFEXEC,TAME01,Tameside Metropolitan Borough Council,10479203,"1,874.00",01/04/2015,Supplies,Subscriptions,Other Local Authority
CHIEFEXEC,TETR01,Tetris Training,10478036,325.00,25/03/2015,Employees,Training,General Creditors
CHIEFEXEC,HAYG99,The Hay Group Management Ltd,10480296,350.00,23/02/2015,Supplies,Fees Paid,General Creditors
CHIEFEXEC,POLI04,The Polish language and Culture Association,10479338,"4,000.00",17/03/2015,Supplies,Payment of Grant,General Creditors
CHIEFEXEC,TMPW99,Tmp Worldwide,10481075,385.64,10/12/2014,Supplies,Marketing & Promotion,General Creditors
CHIEFEXEC,TMPW99,Tmp Worldwide,10482471,425.13,16/04/2015,Supplies,Marketing & Promotion,General Creditors
CHIEFEXEC,TOSH01,Toshiba Carrier UK Ltd T/A Carrier Air Conditioning.,10481279,"1,276.84",09/04/2015,Premises,Maintenance of Buildings,General Creditors
CHIEFEXEC,TOSH01,Toshiba Carrier UK Ltd T/A Carrier Air Conditioning.,10482048,"1,112.00",02/04/2015,Premises,Maintenance of Buildings,General Creditors
CHIEFEXEC,TOSH01,Toshiba Carrier UK Ltd T/A Carrier Air Conditioning.,10482049,"1,842.08",12/03/2015,Premises,Maintenance of Buildings,General Creditors
CHIEFEXEC,TOSH01,Toshiba Carrier UK Ltd T/A Carrier Air Conditioning.,10482887,"1,343.25",17/04/2015,Premises,Maintenance of Buildings,General Creditors
CHIEFEXEC,TRAV02,Travis Perkins Trading Co Ltd,10480930,321.24,27/03/2015,Supplies,Purchase of Consumables,General Creditors
CHIEFEXEC,TRAV02,Travis Perkins Trading Co Ltd,10481020,411.90,30/03/2015,Supplies,Purchase of Consumables,General Creditors
CHIEFEXEC,TRAV02,Travis Perkins Trading Co Ltd,10481175,508.79,31/03/2015,Supplies,Rental,General Creditors
CHIEFEXEC,TRAV02,Travis Perkins Trading Co Ltd,10481175,279.30,31/03/2015,Supplies,Rental,General Creditors
CHIEFEXEC,TRAV02,Travis Perkins Trading Co Ltd,10481189,417.50,31/03/2015,Supplies,Rental,General Creditors
CHIEFEXEC,TRAV02,Travis Perkins Trading Co Ltd,10481190,"1,320.00",31/03/2015,Supplies,Rental,General Creditors
CHIEFEXEC,TRIB99,Tribal Education Ltd,10471224,"3,584.04",26/02/2015,Supplies,Software Maintenance,General Creditors
CHIEFEXEC,TRIB99,Tribal Education Ltd,10471226,"2,130.54",26/02/2015,Supplies,Software Maintenance,General Creditors
CHIEFEXEC,TRIB99,Tribal Education Ltd,10471227,"5,936.54",26/02/2015,Supplies,Software Maintenance,General Creditors
CHIEFEXEC,TRIB99,Tribal Education Ltd,10471228,"5,160.00",26/02/2015,Supplies,Software Maintenance,General Creditors
CHIEFEXEC,TRIB99,Tribal Education Ltd,10471229,913.09,26/02/2015,Supplies,Software Maintenance,General Creditors
CHIEFEXEC,TRIB99,Tribal Education Ltd,10471231,"1,983.54",26/02/2015,Supplies,Software Maintenance,General Creditors
CHIEFEXEC,TRIB99,Tribal Education Ltd,10471232,"3,014.65",26/02/2015,Supplies,Software Maintenance,General Creditors
CHIEFEXEC,TRIB99,Tribal Education Ltd,10471233,"2,577.92",26/02/2015,Supplies,Software Maintenance,General Creditors
CHIEFEXEC,UKPO01,UK Power Networks,10480144,"1,036.26",07/04/2015,Premises,Electrical Works,General Creditors
CHIEFEXEC,UNIT08,Unit4 Business Software Ltd,10478943,"4,050.00",25/03/2015,Supplies,IT Software Purchases,General Creditors
CHIEFEXEC,UNIV17,University of Bedfordshire Enterprises Ltd.,10481927,750.00,05/01/2015,Employees,Training,Schools
CHIEFEXEC,UNIV17,University of Bedfordshire Enterprises Ltd.,10481928,750.00,13/04/2015,Employees,Training,Schools
CHIEFEXEC,UNIV17,University of Bedfordshire Enterprises Ltd.,10481929,750.00,05/01/2015,Employees,Training,Schools
CHIEFEXEC,UNIV17,University of Bedfordshire Enterprises Ltd.,10481930,750.00,29/09/2014,Employees,Training,Schools
CHIEFEXEC,UNIV17,University of Bedfordshire Enterprises Ltd.,10481935,750.00,05/01/2015,Employees,Training,Schools
CHIEFEXEC,UPDA99,Updata Infrastructure UK Ltd,10479679,"2,871.50",23/02/2015,Supplies,Broadband Line Rental,General Creditors
CHIEFEXEC,UPDA99,Updata Infrastructure UK Ltd,10481093,873.94,23/02/2015,Supplies,Broadband Line Rental,General Creditors
CHIEFEXEC,UPDA99,Updata Infrastructure UK Ltd,10481095,"1,706.26",23/02/2015,Supplies,Broadband Line Rental,General Creditors
CHIEFEXEC,UPDA99,Updata Infrastructure UK Ltd,10481096,"1,706.26",23/02/2015,Supplies,Broadband Line Rental,General Creditors
CHIEFEXEC,UPDA99,Updata Infrastructure UK Ltd,10481098,"2,496.96",23/02/2015,Supplies,Broadband Line Rental,General Creditors
CHIEFEXEC,UPDA99,Updata Infrastructure UK Ltd,10481099,"1,588.32",23/02/2015,Supplies,Broadband Line Rental,General Creditors
CHIEFEXEC,UPDA99,Updata Infrastructure UK Ltd,10482828,"3,104.22",27/03/2015,Supplies,Broadband Line Rental,General Creditors
CHIEFEXEC,UPDA99,Updata Infrastructure UK Ltd,10482830,796.89,27/03/2015,Supplies,Broadband Line Rental,General Creditors
CHIEFEXEC,VILL01,Villager Minibus (Sharnbrook) Ltd,10481323,"1,348.50",11/04/2015,Supplies,Contribution to Scheme,General Creditors
CHIEFEXEC,VINT01,Vintec Laboratories Ltd,10482818,"1,180.00",22/04/2015,Premises,R&R Other Works,General Creditors
CHIEFEXEC,VODA02,Vodafone Ltd ,10481058,"4,584.81",01/04/2015,Supplies,Maintenance of IT Equipment,General Creditors
CHIEFEXEC,WALL04,Wallace Books Ltd,10478060,"1,117.97",23/03/2015,Supplies,Miscellaneous Expenditure,Schools
CHIEFEXEC,WENT01,Wenta,10479060,"3,126.00",30/03/2015,Supplies,Fees Paid,General Creditors
CHIEFEXEC,WILK01,Wilkin Chapman Solicitors,10483331,"1,602.50",01/04/2015,Supplies,Costs,General Creditors
CHIEFEXEC,WIZT99,Wiz Training & Development,10483888,477.00,25/04/2015,Employees,Training,General Creditors
CHIEFEXEC,XMAL99,Xma Ltd,10480477,345.97,02/04/2015,Supplies,IT Equipment Purchases,General Creditors
CHIEFEXEC,XMAL99,Xma Ltd,10483116,450.56,21/04/2015,Supplies,IT Equipment Purchases,General Creditors
CHIEFEXEC,ZENI99,Zen Internet Ltd,10480020,357.36,01/04/2015,Supplies,Broadband Line Rental,General Creditors
CHIEFEXEC,ZENI99,Zen Internet Ltd,10481092,255.24,01/04/2015,Supplies,Broadband Line Rental,General Creditors
"Childrens Services, Schools & Families",ACCL01,Acclaim Contracts Ltd,10478933,"87,075.98",27/03/2015,Capital,Building Improvement Works,CIS Creditors
"Childrens Services, Schools & Families",ACCL01,Acclaim Contracts Ltd,10479146,"64,389.81",27/03/2015,Capital,Building Improvement Works,CIS Creditors
"Childrens Services, Schools & Families",INNS99,Innsite UK Ltd,10475489,"4,344.30",13/03/2015,Capital,Building Improvement Works,General Creditors
"Childrens Services, Schools & Families",KEMP13,Kempston Surveys Ltd,10482615,385.00,18/04/2015,Capital,Highways Works,General Creditors
"Childrens Services, Schools & Families",KIER01,Kier Construction,10479119,"6,424.00",30/03/2015,Capital,Building Improvement Works,CIS Creditors
"Childrens Services, Schools & Families",KIER01,Kier Construction,10482120,"10,804.68",14/04/2015,Capital,Land Improvement Works,CIS Creditors
"Childrens Services, Schools & Families",NEWE03,Newell Projects Ltd,10481307,800.00,31/03/2015,Capital,Professional Fees,General Creditors
"Childrens Services, Schools & Families",NEWE03,Newell Projects Ltd,10481307,800.00,31/03/2015,Capital,Professional Fees,General Creditors
"Childrens Services, Schools & Families",NEWE03,Newell Projects Ltd,10481307,800.00,31/03/2015,Capital,Professional Fees,General Creditors
"Childrens Services, Schools & Families",NEWE03,Newell Projects Ltd,10481307,800.00,31/03/2015,Capital,Professional Fees,General Creditors
"Childrens Services, Schools & Families",NEWE03,Newell Projects Ltd,10481307,800.00,31/03/2015,Capital,Professional Fees,General Creditors
"Childrens Services, Schools & Families",OWEN99,Owen Refrigeration Ltd,10481722,"1,252.00",15/04/2015,Capital,Building Improvement Works,General Creditors
"Childrens Services, Schools & Families",PRES12,Prestige Catering Equipment Ltd,10479625,"1,552.00",11/03/2015,Capital,Plant & Equipment,General Creditors
"Childrens Services, Schools & Families",WILL19,Willmott Dixon Construction Ltd,10480531,"123,506.83",02/04/2015,Capital,New Building Construction,CIS Creditors
"Childrens Services, Schools & Families",WILL19,Willmott Dixon Construction Ltd,10480531,"86,627.05",02/04/2015,Capital,New Building Construction,CIS Creditors
"Childrens Services, Schools & Families",WILL19,Willmott Dixon Construction Ltd,10480531,"493,008.95",02/04/2015,Capital,New Building Construction,CIS Creditors
"Childrens Services, Schools & Families",WILL19,Willmott Dixon Construction Ltd,10481905,"93,594.17",17/04/2015,Capital,Building Improvement Works,CIS Creditors
"Childrens Services, Schools & Families",WILL19,Willmott Dixon Construction Ltd,10481905,"51,424.32",17/04/2015,Capital,Building Improvement Works,CIS Creditors
"Childrens Services, Schools & Families",WILL19,Willmott Dixon Construction Ltd,10481905,"153,190.38",17/04/2015,Capital,Building Improvement Works,CIS Creditors
CORPBUD,ARLI01,Arling Close,10480150,"28,000.00",07/04/2015,Supplies,Professional Fees,General Creditors
CORPFIN,UPDA99,Updata Infrastructure UK Ltd,10479996,"3,225.24",23/02/2015,Supplies,Broadband Line Rental,General Creditors
CORPFIN,UPDA99,Updata Infrastructure UK Ltd,10479997,"3,225.24",23/02/2015,Supplies,Broadband Line Rental,General Creditors
ENVIRON,963805,1st Waste Management Ltd,1478472,281.52,21/04/2015,Customer & Client Receipts,Fee Income - Non Business VAT,
ENVIRON,993550,1st Waste Management Ltd,1478471,"2,582.00",21/04/2015,Customer & Client Receipts,Fee Income - Non Business VAT,
ENVIRON,993550,1st Waste Management Ltd,1478471,374.40,21/04/2015,Customer & Client Receipts,Income from External Clients,
ENVIRON,3MUN99,3M United Kingdom Plc,20127244,789.26,16/04/2015,Supplies,Purchase of Furniture,
ENVIRON,AJPA99,A & J Painters & Decorators,10481305,910.00,05/02/2015,Premises,Maintenance of Buildings,General Creditors
ENVIRON,TAVI03,A.S. Tavistock Newsagency,20127795,681.21,29/04/2015,Supplies,Purchase of Furniture,
ENVIRON,ACES02,Ace Fire & Security Systems Ltd,10479149,"7,652.00",23/03/2015,Supplies,Consultants Fees,General Creditors
ENVIRON,ACTI09,Activia Training.,10484005,659.00,27/04/2015,Employees,Training,General Creditors
ENVIRON,ADEP01,"ADEPT - Association of Directors of Environment, Economy, Planning and Transport",10479469,495.00,26/03/2015,Supplies,Subscriptions,General Creditors
ENVIRON,AIRP03,Air Products Plc,10479792,277.94,12/09/2014,Transport Related Expenditure,Vehicle Consumables - Recharge,General Creditors
ENVIRON,AIRP03,Air Products Plc,10482688,277.94,13/04/2015,Transport Related Expenditure,Vehicle Consumables - Recharge,General Creditors
ENVIRON,ALPH04,Alpheus Environmental Ltd,10483285,383.61,24/04/2015,Supplies,Fees Paid,General Creditors
ENVIRON,AMEY98,Amey LG,10480031,"3,309.57",01/04/2015,Transfer Payments,Highways Work,General Creditors
ENVIRON,AMEY98,Amey LG,10480033,793.54,01/04/2015,Transfer Payments,Amey Highways Work,General Creditors
ENVIRON,AMEY98,Amey LG,10480033,"28,420.78",01/04/2015,Transfer Payments,Amey Highways Work,General Creditors
ENVIRON,AMEY98,Amey LG,10480033,"5,887.47",01/04/2015,Transfer Payments,Amey Highways Work,General Creditors
ENVIRON,AMEY98,Amey LG,10480033,"18,212.00",01/04/2015,Transfer Payments,Amey Highways Work,General Creditors
ENVIRON,AMEY98,Amey LG,10480033,"6,344.49",01/04/2015,Transfer Payments,Amey Highways Work,General Creditors
ENVIRON,AMEY98,Amey LG,10480033,"38,356.39",01/04/2015,Transfer Payments,Amey Highways Work,General Creditors
ENVIRON,AMEY98,Amey LG,10480033,"8,955.50",01/04/2015,Transfer Payments,Amey Highways Work,General Creditors
ENVIRON,AMEY98,Amey LG,10480033,"2,501.82",01/04/2015,Transfer Payments,Amey Highways Work,General Creditors
ENVIRON,AMEY98,Amey LG,10480033,"14,203.46",01/04/2015,Transfer Payments,Amey Highways Work,General Creditors
ENVIRON,AMEY98,Amey LG,10480033,"76,670.46",01/04/2015,Transfer Payments,Amey Highways Work,General Creditors
ENVIRON,AMEY98,Amey LG,10480033,"2,388.00",01/04/2015,Transfer Payments,Amey Highways Work,General Creditors
ENVIRON,AMEY98,Amey LG,10480033,"7,756.06",01/04/2015,Transfer Payments,Amey Highways Work,General Creditors
ENVIRON,AMEY98,Amey LG,10480033,"29,851.95",01/04/2015,Transfer Payments,Amey Highways Work,General Creditors
ENVIRON,AMEY98,Amey LG,10480033,"13,159.54",01/04/2015,Transfer Payments,Amey Highways Work,General Creditors
ENVIRON,AMEY98,Amey LG,10480033,"12,562.68",01/04/2015,Transfer Payments,Amey Highways Work,General Creditors
ENVIRON,AMEY98,Amey LG,10480033,"5,576.86",01/04/2015,Transfer Payments,Amey Highways Work,General Creditors
ENVIRON,AMEY98,Amey LG,10480033,"42,543.74",01/04/2015,Transfer Payments,Amey Highways Work,General Creditors
ENVIRON,AMEY98,Amey LG,10480033,"3,635.37",01/04/2015,Transfer Payments,Amey Highways Work,General Creditors
ENVIRON,AMEY98,Amey LG,10480033,"3,182.58",01/04/2015,Transfer Payments,Amey Highways Work,General Creditors
ENVIRON,AMEY98,Amey LG,10481964,"1,212.00",01/04/2015,Transfer Payments,Amey Highways Work,General Creditors
ENVIRON,AMEY98,Amey LG,10481965,606.00,01/04/2015,Transfer Payments,Amey Highways Work,General Creditors
ENVIRON,AMFS01,AMF Services (Bedford) Ltd,10481296,644.66,10/04/2015,Transport Related Expenditure,Vehicle Repairs,General Creditors
